BusinessCategoryId,BusinessId,CategoryId
10555,0bLV0haONwFIGHyuyd209w,91
10660,V_K4P0mGCKVF55aHxWYHbQ,12
10659,V_K4P0mGCKVF55aHxWYHbQ,11
10745,3ZPoJDrvLremrh9-Vi3u7w,270
10761,qgHx71_UAWHRySTPMaAJqw,19
10760,qgHx71_UAWHRySTPMaAJqw,134
10759,qgHx71_UAWHRySTPMaAJqw,37
10767,TiyufojtGuuddzI583YPhA,349
10766,TiyufojtGuuddzI583YPhA,172
11627,u5xM0qcbOsT155gAgDIcSA,26
11665,EuPaczO6rMpDMrn-GtE_eA,37
11878,Xtv6pBAbQQ9dlE5yhK_PYg,131
11877,Xtv6pBAbQQ9dlE5yhK_PYg,52
11876,Xtv6pBAbQQ9dlE5yhK_PYg,35
11905,YlEcK37JfNwU7Y3gqr0xgQ,1004
11951,xeHxYI5YlScy5cr-5G7zhA,1190
11950,xeHxYI5YlScy5cr-5G7zhA,26
12004,YZItTPlVWeq13bfAJtT2-g,187
12175,geoWxC7dz7CKR_bqsTFiJA,234
12174,geoWxC7dz7CKR_bqsTFiJA,91
12173,geoWxC7dz7CKR_bqsTFiJA,30
12172,geoWxC7dz7CKR_bqsTFiJA,26
12171,geoWxC7dz7CKR_bqsTFiJA,90
12170,geoWxC7dz7CKR_bqsTFiJA,210
12169,geoWxC7dz7CKR_bqsTFiJA,769
12389,YR9aS-uI4iJyqHSECMIhGw,379
12388,YR9aS-uI4iJyqHSECMIhGw,378
12387,YR9aS-uI4iJyqHSECMIhGw,37
12386,YR9aS-uI4iJyqHSECMIhGw,23
12425,yRpJmd6FEzLRGZ6TxgGlFQ,38
12667,nPDXyeGQRWHfzZDZmnHVCg,346
12666,nPDXyeGQRWHfzZDZmnHVCg,50
12733,LNakShjpVOTf5iwK7bWOyg,63
12732,LNakShjpVOTf5iwK7bWOyg,322
12731,LNakShjpVOTf5iwK7bWOyg,121
12730,LNakShjpVOTf5iwK7bWOyg,65
12927,01ATXv8qMOdk-v7o1YCFrQ,146
12926,01ATXv8qMOdk-v7o1YCFrQ,405
12963,FTabxXREW1WetFJ3AQRo4g,104
12962,FTabxXREW1WetFJ3AQRo4g,38
12961,FTabxXREW1WetFJ3AQRo4g,37
12960,FTabxXREW1WetFJ3AQRo4g,32
12959,FTabxXREW1WetFJ3AQRo4g,19
12958,FTabxXREW1WetFJ3AQRo4g,747
12957,FTabxXREW1WetFJ3AQRo4g,144
12985,DbFevVtZeNYvIRh7oh_2JQ,54
12984,DbFevVtZeNYvIRh7oh_2JQ,35
12983,DbFevVtZeNYvIRh7oh_2JQ,52
13055,aIahQMq36EdNij6TdP_Fpw,309
13054,aIahQMq36EdNij6TdP_Fpw,819
13053,aIahQMq36EdNij6TdP_Fpw,35
13052,aIahQMq36EdNij6TdP_Fpw,726
13167,RVKYE3WnFFT7yKIGmoTZfw,343
13509,4c1IWqXjJxcdV9Y91xsJNQ,38
13508,4c1IWqXjJxcdV9Y91xsJNQ,32
13507,4c1IWqXjJxcdV9Y91xsJNQ,37
13513,aAnC7Q9A2JwEVlibLDC-zw,133
13512,aAnC7Q9A2JwEVlibLDC-zw,264
13511,aAnC7Q9A2JwEVlibLDC-zw,26
13866,gKdgSGRr7ylWJq19BIFpKQ,148
13865,gKdgSGRr7ylWJq19BIFpKQ,200
13864,gKdgSGRr7ylWJq19BIFpKQ,146
13863,gKdgSGRr7ylWJq19BIFpKQ,405
14078,04Iq42i8lm50Lvdj1j3DCQ,24
14077,04Iq42i8lm50Lvdj1j3DCQ,37
14076,04Iq42i8lm50Lvdj1j3DCQ,38
14075,04Iq42i8lm50Lvdj1j3DCQ,23
14144,mIURkozoUNu4kI8dLSLiYQ,19
14367,bzy0JfNunYNyH8CYDUFpOA,37
14366,bzy0JfNunYNyH8CYDUFpOA,24
14365,bzy0JfNunYNyH8CYDUFpOA,22
14364,bzy0JfNunYNyH8CYDUFpOA,21
14614,at-X5UKYqBBXESk9MDFiaw,200
14613,at-X5UKYqBBXESk9MDFiaw,146
14612,at-X5UKYqBBXESk9MDFiaw,4
14611,at-X5UKYqBBXESk9MDFiaw,815
14787,lgrQHOICpjJ1O4Z9w-EcPQ,52
14786,lgrQHOICpjJ1O4Z9w-EcPQ,53
14907,JkLGKsj97FDqYQI-TTsu4w,38
14906,JkLGKsj97FDqYQI-TTsu4w,234
14905,JkLGKsj97FDqYQI-TTsu4w,150
14904,JkLGKsj97FDqYQI-TTsu4w,30
14903,JkLGKsj97FDqYQI-TTsu4w,235
14902,JkLGKsj97FDqYQI-TTsu4w,91
14901,JkLGKsj97FDqYQI-TTsu4w,350
14900,JkLGKsj97FDqYQI-TTsu4w,90
15018,hd1XKE5t586NB2FIguDEVw,111
15022,5JjGTaZkHbbjBrzBODcsAQ,75
15021,5JjGTaZkHbbjBrzBODcsAQ,96
15020,5JjGTaZkHbbjBrzBODcsAQ,238
15547,rZy_R2plYStLFyZR92WNZw,37
15546,rZy_R2plYStLFyZR92WNZw,239
15601,u6sbx5j-06KmPxUwY_mDqg,37
15677,RTPtN-slV4AfeYa-n5cYMQ,26
15676,RTPtN-slV4AfeYa-n5cYMQ,42
15729,od5dCR8QPU67t8Ku6CBezw,710
15808,htLdaRAJJXRYhDyzsyxqOw,84
15944,pHAWyuEiHNQRA-GuYoDDEw,749
15943,pHAWyuEiHNQRA-GuYoDDEw,38
15942,pHAWyuEiHNQRA-GuYoDDEw,93
15941,pHAWyuEiHNQRA-GuYoDDEw,222
16255,rYG3Bbsf3u2P4N4ZxQXyKw,40
16254,rYG3Bbsf3u2P4N4ZxQXyKw,37
16259,ePVmTr4qYR6x-SUd00nxdQ,26
16408,6TcheR_XpQ7Hms87wMCa2Q,37
16623,YHN7wVaOFp9wkl_w7NXLXw,37
16622,YHN7wVaOFp9wkl_w7NXLXw,174
16677,5zXhhOV2n87RSs2mVQ6_1g,443
16676,5zXhhOV2n87RSs2mVQ6_1g,16
16675,5zXhhOV2n87RSs2mVQ6_1g,30
16674,5zXhhOV2n87RSs2mVQ6_1g,121
16682,oXCHDIEU41jUiiKOsbRMtQ,174
16681,oXCHDIEU41jUiiKOsbRMtQ,38
16739,MMc-8By6BkMs3E8U44OntQ,22
16738,MMc-8By6BkMs3E8U44OntQ,379
16737,MMc-8By6BkMs3E8U44OntQ,378
16736,MMc-8By6BkMs3E8U44OntQ,21
16735,MMc-8By6BkMs3E8U44OntQ,576
16734,MMc-8By6BkMs3E8U44OntQ,82
16863,CTmE4IiwzZ2ROEGHhM5OGw,819
16963,YmOBwZRn44QYJsch8kLBYg,838
16962,YmOBwZRn44QYJsch8kLBYg,822
16961,YmOBwZRn44QYJsch8kLBYg,823
16960,YmOBwZRn44QYJsch8kLBYg,710
17004,UK2sK9SkdBdK1uxv8TcWGg,37
17011,_3-qT4mA1pUDf72yrpNnWw,142
17049,UgN-AbW3E1t02roCnIoYIA,1314
17048,UgN-AbW3E1t02roCnIoYIA,146
17047,UgN-AbW3E1t02roCnIoYIA,787
17046,UgN-AbW3E1t02roCnIoYIA,4
17253,k6Y0a8hgV4ec875CqPWSFw,91
17252,k6Y0a8hgV4ec875CqPWSFw,30
17251,k6Y0a8hgV4ec875CqPWSFw,210
17250,k6Y0a8hgV4ec875CqPWSFw,171
17249,k6Y0a8hgV4ec875CqPWSFw,878
17280,56RngQdqrzJjVXIjbyXPcw,857
17411,uSRgegdEFHHasT5BbRkcFA,21
17410,uSRgegdEFHHasT5BbRkcFA,37
17409,uSRgegdEFHHasT5BbRkcFA,379
17408,uSRgegdEFHHasT5BbRkcFA,378
17407,uSRgegdEFHHasT5BbRkcFA,67
17406,uSRgegdEFHHasT5BbRkcFA,38
17405,uSRgegdEFHHasT5BbRkcFA,19
17404,uSRgegdEFHHasT5BbRkcFA,23
17626,_MjIIjJJmdi6iZhAYxtbVw,11
17785,9aYmWMneDv9huo9140VJfw,37
17804,HaomttAy2JdU3uUnQMVyQQ,442
17803,HaomttAy2JdU3uUnQMVyQQ,794
17802,HaomttAy2JdU3uUnQMVyQQ,441
17801,HaomttAy2JdU3uUnQMVyQQ,4
17927,xmg4b7os5NmFip1SAzEqrQ,194
17926,xmg4b7os5NmFip1SAzEqrQ,203
17925,xmg4b7os5NmFip1SAzEqrQ,1340
18055,q4e3HQZ9-6wF8UjOK8aC7g,373
18054,q4e3HQZ9-6wF8UjOK8aC7g,374
18053,q4e3HQZ9-6wF8UjOK8aC7g,128
18052,q4e3HQZ9-6wF8UjOK8aC7g,42
18099,bWaafQF87ep0dtOtjyRTow,33
18139,HSN2Mtw_b-OMGE1mJ84-Rg,347
18138,HSN2Mtw_b-OMGE1mJ84-Rg,35
18316,ER0rUoLqAJQ2Mlv2_GnwyQ,23
18315,ER0rUoLqAJQ2Mlv2_GnwyQ,37
18314,ER0rUoLqAJQ2Mlv2_GnwyQ,85
18313,ER0rUoLqAJQ2Mlv2_GnwyQ,19
18312,ER0rUoLqAJQ2Mlv2_GnwyQ,21
18311,ER0rUoLqAJQ2Mlv2_GnwyQ,144
18310,ER0rUoLqAJQ2Mlv2_GnwyQ,22
18579,PkJUpidg_HzdxtdF6wDxeg,93
18578,PkJUpidg_HzdxtdF6wDxeg,115
18577,PkJUpidg_HzdxtdF6wDxeg,164
18790,lAOmBbTYPSfh5hcrXO-FXg,37
18865,EGktLFv2xf0x0Zi3UApdig,50
18988,osgafuawHVECzA3xauQNEw,320
19232,uCRwKLCtPh8zXvAlmgjDAg,233
19451,b-Q4TZ1um_WWWsOww6UCRg,184
19669,HzgubLcWmXClHfZY5qyVfw,493
19873,1Mox_7Z5nsG08suxhU8BQg,346
19872,1Mox_7Z5nsG08suxhU8BQg,50
20249,CZipZPNVe9j55tSWmIlwOA,65
20248,CZipZPNVe9j55tSWmIlwOA,121
20247,CZipZPNVe9j55tSWmIlwOA,63
20544,6v44nmxUeIKqecQsZXgBYg,33
20568,HZpOBGmWw1DWDL9fc_7nOg,42
20567,HZpOBGmWw1DWDL9fc_7nOg,1400
20566,HZpOBGmWw1DWDL9fc_7nOg,277
20565,HZpOBGmWw1DWDL9fc_7nOg,830
20763,ckZg3KVwR9FrAR1KtTavEQ,37
20815,1Z5L494yNU4ejLHhXaiR7w,137
20814,1Z5L494yNU4ejLHhXaiR7w,133
20813,1Z5L494yNU4ejLHhXaiR7w,42
20812,1Z5L494yNU4ejLHhXaiR7w,361
20874,_OajkfyD6Rz4KYjo6tTyRA,38
20919,zua1xamIQoKth6qy9BkfxA,35
20931,rzjX_oK_sLaJbjBisOnkkw,4
21107,qPnDr75HJcHVJNTXFG_VOQ,768
21106,qPnDr75HJcHVJNTXFG_VOQ,504
21105,qPnDr75HJcHVJNTXFG_VOQ,288
21104,qPnDr75HJcHVJNTXFG_VOQ,26
21348,gKPGer8_b532vRzEjsXQxA,37
21356,Ixw677fkTR_avY4lefqIhQ,233
21355,Ixw677fkTR_avY4lefqIhQ,1416
21354,Ixw677fkTR_avY4lefqIhQ,93
21353,Ixw677fkTR_avY4lefqIhQ,878
21352,Ixw677fkTR_avY4lefqIhQ,136
21387,379a4izXqxD0Xf2FPQZgyA,196
21386,379a4izXqxD0Xf2FPQZgyA,54
21385,379a4izXqxD0Xf2FPQZgyA,35
21692,4eO86WWyUBbsoCro6NrXEQ,1123
21733,POHkFpj48aurUr6NyKynBg,308
21732,POHkFpj48aurUr6NyKynBg,52
21731,POHkFpj48aurUr6NyKynBg,131
21730,POHkFpj48aurUr6NyKynBg,309
21961,B30xwOaaGVjuUKNzPqHXHA,35
22102,C2nM1Zx2hoNRJeNmBSkROQ,710
22121,7QX12Z9aXvkowqmbJbjsTg,2
22120,7QX12Z9aXvkowqmbJbjsTg,4
22119,7QX12Z9aXvkowqmbJbjsTg,6
22378,ebTpWT5etXE46CAwi-FVZg,87
22377,ebTpWT5etXE46CAwi-FVZg,30
22376,ebTpWT5etXE46CAwi-FVZg,590
22375,ebTpWT5etXE46CAwi-FVZg,91
22374,ebTpWT5etXE46CAwi-FVZg,26
22373,ebTpWT5etXE46CAwi-FVZg,331
22372,ebTpWT5etXE46CAwi-FVZg,121
22904,EvIjBWlnswf-7zBXJHB9kw,38
22977,06I2r8S3tHP_LwGnnkk6Uw,810
22976,06I2r8S3tHP_LwGnnkk6Uw,989
22975,06I2r8S3tHP_LwGnnkk6Uw,764
22974,06I2r8S3tHP_LwGnnkk6Uw,42
22973,06I2r8S3tHP_LwGnnkk6Uw,35
22972,06I2r8S3tHP_LwGnnkk6Uw,30
23168,u6XxSPpzjlniCEbLxFpkyQ,37
23167,u6XxSPpzjlniCEbLxFpkyQ,23
23214,QFR-ty1CPMCirSnZuZ5ayw,329
23213,QFR-ty1CPMCirSnZuZ5ayw,26
23212,QFR-ty1CPMCirSnZuZ5ayw,88
23211,QFR-ty1CPMCirSnZuZ5ayw,1436
23313,t6gFZ9hZfPpZn2NPy0TxGA,313
23312,t6gFZ9hZfPpZn2NPy0TxGA,50
23311,t6gFZ9hZfPpZn2NPy0TxGA,420
23310,t6gFZ9hZfPpZn2NPy0TxGA,314
23309,t6gFZ9hZfPpZn2NPy0TxGA,30
23308,t6gFZ9hZfPpZn2NPy0TxGA,256
23588,FrmTTG0n_7t67gGTfqvI7g,30
23675,xEQudMQj2PYLDGFCX60UpQ,146
23674,xEQudMQj2PYLDGFCX60UpQ,431
23673,xEQudMQj2PYLDGFCX60UpQ,4
23672,xEQudMQj2PYLDGFCX60UpQ,201
23671,xEQudMQj2PYLDGFCX60UpQ,1444
23670,xEQudMQj2PYLDGFCX60UpQ,351
23669,xEQudMQj2PYLDGFCX60UpQ,63
23668,xEQudMQj2PYLDGFCX60UpQ,121
23667,xEQudMQj2PYLDGFCX60UpQ,967
23666,xEQudMQj2PYLDGFCX60UpQ,50
23665,xEQudMQj2PYLDGFCX60UpQ,65
23946,UgWURV2aoDRgDHZXXikfRA,136
23945,UgWURV2aoDRgDHZXXikfRA,1120
23944,UgWURV2aoDRgDHZXXikfRA,343
23943,UgWURV2aoDRgDHZXXikfRA,1185
23942,UgWURV2aoDRgDHZXXikfRA,4
24054,PTFg4bVthWY89dTRsLf2aA,150
24176,WNlJ1H-_2WOfcDeQ3lFC1Q,11
24175,WNlJ1H-_2WOfcDeQ3lFC1Q,82
24174,WNlJ1H-_2WOfcDeQ3lFC1Q,30
24173,WNlJ1H-_2WOfcDeQ3lFC1Q,50
24229,GNMblh8LCUytL4ZhBIFcwQ,178
24228,GNMblh8LCUytL4ZhBIFcwQ,173
24227,GNMblh8LCUytL4ZhBIFcwQ,177
24226,GNMblh8LCUytL4ZhBIFcwQ,26
24225,GNMblh8LCUytL4ZhBIFcwQ,175
24224,GNMblh8LCUytL4ZhBIFcwQ,136
24348,Yk1o6S2ruIs1WUalSjJgeQ,4
24347,Yk1o6S2ruIs1WUalSjJgeQ,924
24702,sT-KHTgJtjX0T5kESFDuUQ,174
24701,sT-KHTgJtjX0T5kESFDuUQ,20
25011,ykmn-_eqHL6c793iRtSwlA,4
25169,hFjYdDbvdP00aOJno-zCpg,264
25279,an1NEEpa6X8IMdkhwGwHWw,343
25278,an1NEEpa6X8IMdkhwGwHWw,710
25277,an1NEEpa6X8IMdkhwGwHWw,27
25276,an1NEEpa6X8IMdkhwGwHWw,26
25379,uhqn0nTtzcZOe_t2ORwYBQ,38
25378,uhqn0nTtzcZOe_t2ORwYBQ,44
25377,uhqn0nTtzcZOe_t2ORwYBQ,367
25376,uhqn0nTtzcZOe_t2ORwYBQ,586
25375,uhqn0nTtzcZOe_t2ORwYBQ,842
25752,dRRuom2l9kQSObgL_z1CCQ,259
25774,dmLMOm9mXO-Hd41UxihOqQ,83
25773,dmLMOm9mXO-Hd41UxihOqQ,39
25772,dmLMOm9mXO-Hd41UxihOqQ,228
25771,dmLMOm9mXO-Hd41UxihOqQ,430
25898,zCHk0dq4XUtdtNTmN0vzVw,146
25897,zCHk0dq4XUtdtNTmN0vzVw,631
25988,7-p1-QG4a1-kWoPFI2mUYg,165
25987,7-p1-QG4a1-kWoPFI2mUYg,22
25986,7-p1-QG4a1-kWoPFI2mUYg,154
25985,7-p1-QG4a1-kWoPFI2mUYg,93
25984,7-p1-QG4a1-kWoPFI2mUYg,37
25983,7-p1-QG4a1-kWoPFI2mUYg,21
25982,7-p1-QG4a1-kWoPFI2mUYg,115
26206,err0FvoRGGSqORd8WRtppA,22
26205,err0FvoRGGSqORd8WRtppA,37
26204,err0FvoRGGSqORd8WRtppA,21
26203,err0FvoRGGSqORd8WRtppA,23
26266,XwN8JhCvAsjdH500jwUw7g,26
26387,bevuR6hYNuXCh9W0goe2kA,123
26386,bevuR6hYNuXCh9W0goe2kA,11
26385,bevuR6hYNuXCh9W0goe2kA,224
26384,bevuR6hYNuXCh9W0goe2kA,50
26383,bevuR6hYNuXCh9W0goe2kA,146
26382,bevuR6hYNuXCh9W0goe2kA,4
26381,bevuR6hYNuXCh9W0goe2kA,346
26380,bevuR6hYNuXCh9W0goe2kA,712
26379,bevuR6hYNuXCh9W0goe2kA,431
26432,rr-8WQv7TWFP3c83ypc4Cg,627
26431,rr-8WQv7TWFP3c83ypc4Cg,37
26609,J1vEp4AZTPZvdxG9A-u1_w,640
26701,PW0Pqfjmjru2XhAJ43izTA,22
26700,PW0Pqfjmjru2XhAJ43izTA,978
26699,PW0Pqfjmjru2XhAJ43izTA,21
26769,GJM4XLPnoRNLV_5FwmRUsA,4
26768,GJM4XLPnoRNLV_5FwmRUsA,715
26767,GJM4XLPnoRNLV_5FwmRUsA,200
26766,GJM4XLPnoRNLV_5FwmRUsA,815
26986,S6TMBqrsi4PLRFoQFPScjQ,430
26985,S6TMBqrsi4PLRFoQFPScjQ,37
27549,iw2RcoHKsO2aETYE5fdXlQ,144
27548,iw2RcoHKsO2aETYE5fdXlQ,37
27547,iw2RcoHKsO2aETYE5fdXlQ,40
27577,ycd3DfIYG-oAiyHXPPZjBA,1509
27576,ycd3DfIYG-oAiyHXPPZjBA,20
27575,ycd3DfIYG-oAiyHXPPZjBA,83
27574,ycd3DfIYG-oAiyHXPPZjBA,37
27673,_NECTdNulWI2kPk4cLXaNg,268
27765,PwVydHs3I9q_u3j75XCeCw,146
27764,PwVydHs3I9q_u3j75XCeCw,733
28116,UbOndgdyxEmhcGNQ-isvqg,30
28115,UbOndgdyxEmhcGNQ-isvqg,38
28114,UbOndgdyxEmhcGNQ-isvqg,172
28113,UbOndgdyxEmhcGNQ-isvqg,350
28254,F6qk3EK4Uq6Oo1K6dHT3ZQ,88
28253,F6qk3EK4Uq6Oo1K6dHT3ZQ,671
28252,F6qk3EK4Uq6Oo1K6dHT3ZQ,26
28251,F6qk3EK4Uq6Oo1K6dHT3ZQ,914
28250,F6qk3EK4Uq6Oo1K6dHT3ZQ,504
28249,F6qk3EK4Uq6Oo1K6dHT3ZQ,1197
28248,F6qk3EK4Uq6Oo1K6dHT3ZQ,768
28431,NQ9y0rLBDRaNFlxgAda4Bw,52
28430,NQ9y0rLBDRaNFlxgAda4Bw,35
28429,NQ9y0rLBDRaNFlxgAda4Bw,54
28428,NQ9y0rLBDRaNFlxgAda4Bw,53
28588,xQyxM_-MCc7KLXbobcywaQ,152
28587,xQyxM_-MCc7KLXbobcywaQ,30
28586,xQyxM_-MCc7KLXbobcywaQ,151
28585,xQyxM_-MCc7KLXbobcywaQ,150
28842,dkid3MnLxuOVdFtL14R4yA,110
28841,dkid3MnLxuOVdFtL14R4yA,50
29143,6qw64hPvXaTuI6ePuWWdMA,819
29142,6qw64hPvXaTuI6ePuWWdMA,35
29141,6qw64hPvXaTuI6ePuWWdMA,79
29223,HGhXbgeMEcg1cIZwxyNDeg,115
29222,HGhXbgeMEcg1cIZwxyNDeg,82
29221,HGhXbgeMEcg1cIZwxyNDeg,93
29220,HGhXbgeMEcg1cIZwxyNDeg,686
29219,HGhXbgeMEcg1cIZwxyNDeg,154
29243,7U73RqIg6JA0WThxWUV3uA,37
29242,7U73RqIg6JA0WThxWUV3uA,187
29241,7U73RqIg6JA0WThxWUV3uA,97
29240,7U73RqIg6JA0WThxWUV3uA,19
29239,7U73RqIg6JA0WThxWUV3uA,22
29238,7U73RqIg6JA0WThxWUV3uA,812
29237,7U73RqIg6JA0WThxWUV3uA,21
29341,Dpoo0kfUd2Pzt0a0PagvMw,134
29340,Dpoo0kfUd2Pzt0a0PagvMw,33
29339,Dpoo0kfUd2Pzt0a0PagvMw,38
29433,GKMu5r-KlNcaJ8Y1Ry_xEQ,819
29534,kL5LI_GYZJkkP73wl0Qtlw,37
29706,zPcF4fI18gSp42G17oHmmg,239
29705,zPcF4fI18gSp42G17oHmmg,37
29915,zqcGg4GKVK89NXp0rzJmPg,84
29914,zqcGg4GKVK89NXp0rzJmPg,110
29913,zqcGg4GKVK89NXp0rzJmPg,11
29912,zqcGg4GKVK89NXp0rzJmPg,50
29911,zqcGg4GKVK89NXp0rzJmPg,93
30052,AyzxrWkRdYc7L5fN_rkr2w,966
30051,AyzxrWkRdYc7L5fN_rkr2w,60
30050,AyzxrWkRdYc7L5fN_rkr2w,59
30049,AyzxrWkRdYc7L5fN_rkr2w,58
30048,AyzxrWkRdYc7L5fN_rkr2w,706
30163,quSG1GQLq6asEjyGG8hbog,50
30162,quSG1GQLq6asEjyGG8hbog,11
30198,2jx_SaBzvIdIwul4JoY9IA,187
30306,xMg8ImXQMvjLpUPEHOVFmQ,417
30319,nT4M5XASe5LzKzZU0KZBRg,30
30318,nT4M5XASe5LzKzZU0KZBRg,923
30317,nT4M5XASe5LzKzZU0KZBRg,38
30406,H5Y6o9H4rtxbHJFgLqI6Fw,37
30405,H5Y6o9H4rtxbHJFgLqI6Fw,21
30404,H5Y6o9H4rtxbHJFgLqI6Fw,292
30403,H5Y6o9H4rtxbHJFgLqI6Fw,22
30747,FgSFHWxlSDCbmSKmzKCYog,44
30746,FgSFHWxlSDCbmSKmzKCYog,720
30745,FgSFHWxlSDCbmSKmzKCYog,48
30744,FgSFHWxlSDCbmSKmzKCYog,37
30865,kK-CiIAagsPnJbrK-gxzHA,37
30864,kK-CiIAagsPnJbrK-gxzHA,24
30863,kK-CiIAagsPnJbrK-gxzHA,912
30957,5T9g2sThvSXQ2CW6gtmmzA,20
30956,5T9g2sThvSXQ2CW6gtmmzA,107
31118,Qio1pZHe4pWknuH2MYBBJQ,277
31117,Qio1pZHe4pWknuH2MYBBJQ,830
31116,Qio1pZHe4pWknuH2MYBBJQ,42
31115,Qio1pZHe4pWknuH2MYBBJQ,1400
31212,llZrbubcGWC-kXShnJLyQg,347
31248,L3ysePkSGjp11VIcmA3A-Q,488
31247,L3ysePkSGjp11VIcmA3A-Q,21
31246,L3ysePkSGjp11VIcmA3A-Q,18
31245,L3ysePkSGjp11VIcmA3A-Q,22
31244,L3ysePkSGjp11VIcmA3A-Q,40
31258,vQ4hSqtS4-lHQ32dDumxdQ,107
31257,vQ4hSqtS4-lHQ32dDumxdQ,37
31402,93dkMGSEW8U2mjxMvYl2Bw,121
31418,F9aHC04QLez8Ibc6e63Pmg,42
31417,F9aHC04QLez8Ibc6e63Pmg,30
31416,F9aHC04QLez8Ibc6e63Pmg,269
31565,o2pbr3Nf9KVyTVS5eDZccA,26
31564,o2pbr3Nf9KVyTVS5eDZccA,361
31563,o2pbr3Nf9KVyTVS5eDZccA,360
31562,o2pbr3Nf9KVyTVS5eDZccA,88
31598,A4AvcazbJywctQtVMhdlNw,4
31597,A4AvcazbJywctQtVMhdlNw,6
31682,F7nrd1olh6MHIY7ZSoGNtQ,50
31681,F7nrd1olh6MHIY7ZSoGNtQ,146
31680,F7nrd1olh6MHIY7ZSoGNtQ,431
31679,F7nrd1olh6MHIY7ZSoGNtQ,4
31678,F7nrd1olh6MHIY7ZSoGNtQ,224
31730,XfuquxszM3JqXwdzGYWZvA,165
31729,XfuquxszM3JqXwdzGYWZvA,22
31728,XfuquxszM3JqXwdzGYWZvA,93
31727,XfuquxszM3JqXwdzGYWZvA,21
32122,zCaczzZnQUiduNNFvLa0Gg,82
32209,dPWHFb_sDduzcJdOZSqR5Q,221
32208,dPWHFb_sDduzcJdOZSqR5Q,37
32288,C_jFE8vhquTYL_A62GxeDA,4
32287,C_jFE8vhquTYL_A62GxeDA,2
32286,C_jFE8vhquTYL_A62GxeDA,5
32700,grVz9v6wPIGVuZvj0iNarg,1
32699,grVz9v6wPIGVuZvj0iNarg,4
32935,xwoM2Zc38DFKv3-8dCU8Pw,37
33071,AtMx_q5Uok82I5HtQNDd0Q,221
33070,AtMx_q5Uok82I5HtQNDd0Q,18
33069,AtMx_q5Uok82I5HtQNDd0Q,37
33149,XcSQqYKoOma5rfrZISSMBA,26
33148,XcSQqYKoOma5rfrZISSMBA,28
33147,XcSQqYKoOma5rfrZISSMBA,27
33467,i8ijGG8LXmFOWTz-Haej7w,37
33762,mImY1Fi_de1hMuWr0Yqocw,35
33761,mImY1Fi_de1hMuWr0Yqocw,52
33760,mImY1Fi_de1hMuWr0Yqocw,53
34039,KcrHg9IMWnq0NtCj3xAmYQ,1369
34038,KcrHg9IMWnq0NtCj3xAmYQ,394
34037,KcrHg9IMWnq0NtCj3xAmYQ,136
34036,KcrHg9IMWnq0NtCj3xAmYQ,393
34357,Ov69zhXuO-CibZ--n2N7oA,156
34356,Ov69zhXuO-CibZ--n2N7oA,121
34446,AwH8tLLBtel8IZKdPaA9Kw,26
34472,Pyk10pO0kMHX07vP9BRYWQ,300
34471,Pyk10pO0kMHX07vP9BRYWQ,85
34470,Pyk10pO0kMHX07vP9BRYWQ,22
34469,Pyk10pO0kMHX07vP9BRYWQ,82
34468,Pyk10pO0kMHX07vP9BRYWQ,407
34519,D1DecEmJJF5W9v4ACF662A,30
34518,D1DecEmJJF5W9v4ACF662A,341
34609,gOOfBSBZlffCkQ7dr7cpdw,37
34608,gOOfBSBZlffCkQ7dr7cpdw,240
34607,gOOfBSBZlffCkQ7dr7cpdw,69
34606,gOOfBSBZlffCkQ7dr7cpdw,21
34605,gOOfBSBZlffCkQ7dr7cpdw,22
35140,cPxG4mVFdmPfX7hUT5M-5A,295
35139,cPxG4mVFdmPfX7hUT5M-5A,152
35138,cPxG4mVFdmPfX7hUT5M-5A,150
35382,UZCfJ29B4MRIS3igABE_Ew,168
35381,UZCfJ29B4MRIS3igABE_Ew,169
35380,UZCfJ29B4MRIS3igABE_Ew,38
35379,UZCfJ29B4MRIS3igABE_Ew,350
35463,IWFiKOfltNWN2hsKqIZK0w,22
35585,tIuFzlWhFq-NDG3hlj09fA,572
35612,grIXtJWFvPkxmATyQ0-s2Q,35
35611,grIXtJWFvPkxmATyQ0-s2Q,256
35610,grIXtJWFvPkxmATyQ0-s2Q,347
35914,28hruDLwF_5s0QtDWH4rpg,104
35913,28hruDLwF_5s0QtDWH4rpg,134
35912,28hruDLwF_5s0QtDWH4rpg,33
35911,28hruDLwF_5s0QtDWH4rpg,38
36143,cIL_YuRCGFg-EEtIGzw-Bg,26
36142,cIL_YuRCGFg-EEtIGzw-Bg,710
36141,cIL_YuRCGFg-EEtIGzw-Bg,27
36140,cIL_YuRCGFg-EEtIGzw-Bg,343
36283,lo00ruCXr8n4pAxFT-1qow,73
36302,6ATqm_JXesXAdKKjeuQj7w,37
36641,iiM8WMnUsAWeAHULU8sdtw,52
36640,iiM8WMnUsAWeAHULU8sdtw,131
36639,iiM8WMnUsAWeAHULU8sdtw,35
36638,iiM8WMnUsAWeAHULU8sdtw,646
36637,iiM8WMnUsAWeAHULU8sdtw,309
36636,iiM8WMnUsAWeAHULU8sdtw,196
36896,UUAYbiuxucRdKvkKX7KhmQ,665
36966,ATT-5oHpIMGEHzqJXYvd2w,12
36965,ATT-5oHpIMGEHzqJXYvd2w,9
36964,ATT-5oHpIMGEHzqJXYvd2w,11
